pt data,
pt1 3.3646,3.3646
pt2 2.9792,2.9792
pt3 2.8678,2.8678
pt4 4.2406,4.2406
pt5 3.3485,3.3485
pt6 2.8938,2.8938
pt7 3.0394,3.0394
pt8 3.3226,3.3226
pt9 2.6847,2.6847
pt10 3.9247,3.9247
pt11 3.6892,3.6892
